Start Date,End Date,Event Title,Arc,Label,Tags,Participants,Notes
23/12/2014,23/12/2014,Gatineau,,place,quebec canada,Canadian House of Commons,
23/12/2014,23/12/2014,Gatineau,,place,quebec canada,Canadian House of Commons,
23/12/2014,23/12/2014,Star Wars Kid,,media,internet,Industry Canada,
23/12/2014,23/12/2014,Liste de microbrasseries québécoises,,alcohol,beer,Department of Justice Canada,
23/12/2014,23/12/2014,List of breweries in Quebec,,alcohol,beer,Department of Justice Canada,
24/12/2014,24/12/2014,John Barbour (actor),,media,actor,Shared Services Canada,
24/12/2014,24/12/2014,Talk:Hanumass,,talk,talk,Canadian Space Agency,
24/12/2014,24/12/2014,Talk:Hanumass,,talk,talk,Canadian Space Agency,
24/12/2014,24/12/2014,Hanumass,,deleted,deleted,Canadian Space Agency,
24/12/2014,24/12/2014,Hanumass,,deleted,deleted,Canadian Space Agency,
24/12/2014,24/12/2014,Hanumass,,deleted,deleted,Canadian Space Agency,
24/12/2014,24/12/2014,Hanumass,,deleted,deleted,Canadian Space Agency,
24/12/2014,24/12/2014,Talk:Hanumass,,talk,talk,Canadian Space Agency,
24/12/2014,24/12/2014,Saladin,,religion,religious person,Shared Services Canada,
24/12/2014,24/12/2014,Saladin,,religion,religious person,Shared Services Canada,
25/12/2014,25/12/2014,Eight Is Enough,,media,television,Shared Services Canada,
28/12/2014,28/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
28/12/2014,28/12/2014,Iron Chef,,media,television,Shared Services Canada,
28/12/2014,28/12/2014,Tawa Edmonton,,place,alberta canada,Environment Canada,
28/12/2014,28/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
29/12/2014,29/12/2014,Context-based model of minimal coun,,science,theory,Canadian Department of National Defence,
29/12/2014,29/12/2014,Upal,,place,asia,Canadian Department of National Defence,
29/12/2014,29/12/2014,Upal,,place,asia,Canadian Department of National Defence,
29/12/2014,29/12/2014,Upal,,place,asia,Canadian Department of National Defence,
29/12/2014,29/12/2014,Postdiction,,language,language,Canadian Department of National Defence,
29/12/2014,29/12/2014,Postdiction,,language,language,Canadian Department of National Defence,
29/12/2014,29/12/2014,Postdiction,,language,language,Canadian Department of National Defence,
29/12/2014,29/12/2014,Postdiction,,language,language,Canadian Department of National Defence,
29/12/2014,29/12/2014,Postdiction,,language,language,Canadian Department of National Defence,
29/12/2014,29/12/2014,Saint Lucia,,place,caribbean,Shared Services Canada,
29/12/2014,29/12/2014,Early Edition,,media,television,Shared Services Canada,
29/12/2014,29/12/2014,Transportation Safety Board of Canada,,politics,department,Shared Services Canada,
29/12/2014,29/12/2014,Transportation Safety Board of Canada,,politics,department,Shared Services Canada,
29/12/2014,29/12/2014,Bureau de la sécurité des transports,,politics,department,Shared Services Canada,
29/12/2014,29/12/2014,File:Bikers no. 43 Copyright Daniel D. Teoli Jr..jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Crepúsculo na alvorada Ipiranga. - panoramio.jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Céu matinal Ipiranga - panoramio.jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Céu tempestuoso Vila Mariana - panoramio.jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Jd. Bonfiglioli Butantã - panoramio.jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Mt Batur and Mt Abang 200507.jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Parting with the Skyline (2844995862).jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Parco di Serravalle 9.jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:Parco di Serravalle 9.jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:PB142150 (3031203889).jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,File:PB142159 (3031204737).jpg,,file,file,Environment Canada,
29/12/2014,29/12/2014,Blown Away (1994 film),,media,film,Shared Services Canada,
29/12/2014,29/12/2014,Isa Boletini,,military,soldier,Shared Services Canada,
29/12/2014,29/12/2014,August Schellenberg,,media,actor,Canadian House of Commons,
29/12/2014,29/12/2014,Lost Girl,,media,television,Shared Services Canada,
29/12/2014,29/12/2014,Lost Girl,,media,television,Finance Canada,
29/12/2014,29/12/2014,2014 Spengler Cup,,sports,hockey,Shared Services Canada,
29/12/2014,29/12/2014,2014 Spengler Cup,,sports,hockey,Shared Services Canada,
29/12/2014,29/12/2014,James Naismith,,sports,basketball,Shared Services Canada,
30/12/2014,30/12/2014,File:NOAA MTSAT Indonesia 12282014 0032z Cropped.jpg,,file,file,Environment Canada,
30/12/2014,30/12/2014,File:ELM 2248 MF-STAR radar onboard INS Kolkata (D63) of,,file,file,Environment Canada,
30/12/2014,30/12/2014,File:ELM-2238 STAR radar onboard INS Satpura (F48).png,,file,file,Environment Canada,
30/12/2014,30/12/2014,Blended whiskey,,alcohol,whiskey,Shared Services Canada,
30/12/2014,30/12/2014,Blended whiskey,,alcohol,whiskey,Shared Services Canada,
30/12/2014,30/12/2014,Enlargement of the European Union,,politics,politics event,Shared Services Canada,
30/12/2014,30/12/2014,Damon and Pythias,,arts,legend,Department of Justice Canada,
30/12/2014,30/12/2014,William Lyon Mackenzie Collegiate Institute,,education,university,Shared Services Canada,
30/12/2014,30/12/2014,File:Air Asia QZ8501 Flight Path and Satellite Imagery.j,,file,file,Environment Canada,
30/12/2014,30/12/2014,Regimental nicknames of the Canadian Forces,,military,military unit,Shared Services Canada,
30/12/2014,30/12/2014,SS Arlington,,military,military equipment,Canadian Department of National Defence,
30/12/2014,30/12/2014,Enlargement of the European Union,,politics,politics event,Shared Services Canada,
31/12/2014,31/12/2014,Q910548,,science,science object,Shared Services Canada,
31/12/2014,31/12/2014,UFC 182,,sports,mixed martial arts,Canadian Department of National Defence,
31/12/2014,31/12/2014,UFC 182,,sports,mixed martial arts,Canadian Department of National Defence,
31/12/2014,31/12/2014,UFC 182,,sports,mixed martial arts,Canadian Department of National Defence,
31/12/2014,31/12/2014,Hampton Park Ottawa,,place,ontario canada,Industry Canada,
31/12/2014,31/12/2014,Hampton Park Ottawa,,place,ontario canada,Industry Canada,
02/01/2015,02/01/2015,Campeonato Sudamericano Sub-20 de 1979,,sports,soccer,Finance Canada,
02/01/2015,02/01/2015,Campeonato Sudamericano Sub-20 de 1979,,sports,soccer,Shared Services Canada,
02/01/2015,02/01/2015,Campeonato Sudamericano Sub-20 de 1979,,sports,soccer,Finance Canada,
02/01/2015,02/01/2015,Campeonato Sudamericano Sub-20 de 1979,,sports,soccer,Shared Services Canada,
02/01/2015,02/01/2015,Campeonato Sudamericano Sub-20 de 1979,,sports,soccer,Finance Canada,
02/01/2015,02/01/2015,Campeonato Sudamericano Sub-20 de 1979,,sports,soccer,Shared Services Canada,
02/01/2015,02/01/2015,List of Molson Coors brands,,alcohol,beer,Shared Services Canada,
02/01/2015,02/01/2015,Poser,,technology,software,Shared Services Canada,
02/01/2015,02/01/2015,Poser,,technology,software,Shared Services Canada,
02/01/2015,02/01/2015,Victoria (3D figure),,technology,software,Shared Services Canada,
02/01/2015,02/01/2015,Victoria (3D figure),,technology,software,Shared Services Canada,
02/01/2015,02/01/2015,Victoria (3D figure),,technology,software,Shared Services Canada,
05/01/2015,05/01/2015,Rod Smith (sportscaster),,sports,athletics,Shared Services Canada,
05/01/2015,05/01/2015,Erin O'Toole,,politics,politician,Shared Services Canada,
05/01/2015,05/01/2015,Minister of Veterans Affairs,,politics,politician,Shared Services Canada,
05/01/2015,05/01/2015,Minister of Veterans Affairs,,politics,politician,Shared Services Canada,
05/01/2015,05/01/2015,Shrug,,language,language,Shared Services Canada,
05/01/2015,05/01/2015,Michael Hopkins,,disambiguation,disambiguation,Canadian Department of National Defence,
05/01/2015,05/01/2015,Cairine Wilson Secondary School,,education,high school,Shared Services Canada,
05/01/2015,05/01/2015,Expert system,,technology,theory,Shared Services Canada,
05/01/2015,05/01/2015,Ed Fast,,politics,politician,Shared Services Canada,
05/01/2015,05/01/2015,1979 South American U-20 Championship,,sports,soccer,Finance Canada,
05/01/2015,05/01/2015,1979 South American U-20 Championship,,sports,soccer,Shared Services Canada,
06/01/2015,06/01/2015,HeroQuest,,media,game,Shared Services Canada,
06/01/2015,06/01/2015,HeroQuest,,media,game,Shared Services Canada,
06/01/2015,06/01/2015,HeroQuest,,media,game,Shared Services Canada,
06/01/2015,06/01/2015,HeroQuest,,media,game,Shared Services Canada,
06/01/2015,06/01/2015,HeroQuest,,media,game,Shared Services Canada,
06/01/2015,06/01/2015,Modus tollens,,science,math,Shared Services Canada,
06/01/2015,06/01/2015,Ed Fast,,politics,politician,Shared Services Canada,
06/01/2015,06/01/2015,Russell Ontario,,place,ontario canada,Shared Services Canada,
06/01/2015,06/01/2015,Tropical and subtropical dry broadleaf forests,,science,theory,Shared Services Canada,
06/01/2015,06/01/2015,Tropical and subtropical dry broadleaf forests,,science,theory,Shared Services Canada,
06/01/2015,06/01/2015,Continent,,place,geography,Canadian Department of National Defence,
06/01/2015,06/01/2015,Continent,,place,geography,Canadian Department of National Defence,
06/01/2015,06/01/2015,Nerium,,science,theory,Natural Resources Canada,
06/01/2015,06/01/2015,Carlisle Adams,,technology,scientist,Shared Services Canada,
08/01/2015,08/01/2015,Charitable organizations (Canada),,politics,organisation,Shared Services Canada,
08/01/2015,08/01/2015,Jerry Agar,,media,radio,Shared Services Canada,
09/01/2015,09/01/2015,File:Radar Aurora in Sochi.jpg,,file,file,Environment Canada,
09/01/2015,09/01/2015,List of armouries in Canada,,military,military place,Canadian Department of National Defence,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Government of Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Shared Services Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Government of Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Shared Services Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Government of Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Shared Services Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Government of Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Shared Services Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Government of Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Shared Services Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Shared Services Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Government of Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Government of Canada,
09/01/2015,09/01/2015,The Girls in the Office,,media,television,Shared Services Canada,
09/01/2015,09/01/2015,Poland Maine,,place,america,Canadian Department of National Defence,
09/01/2015,09/01/2015,Poland Maine,,place,america,Canadian Department of National Defence,
09/01/2015,09/01/2015,Vovin,,disambiguation,disambiguation,Canadian Department of National Defence,
09/01/2015,09/01/2015,Vovin,,disambiguation,disambiguation,Canadian Department of National Defence,
09/01/2015,09/01/2015,Vovin,,disambiguation,disambiguation,Canadian Department of National Defence,
09/01/2015,09/01/2015,List of commemorative days,,media,event,Environment Canada,
09/01/2015,09/01/2015,List of commemorative days,,media,event,Environment Canada,
09/01/2015,09/01/2015,2015 Canadian Junior Curling Championships – Women's,,sports,curling,Shared Services Canada,
09/01/2015,09/01/2015,Ed Fast,,politics,politician,Shared Services Canada,
09/01/2015,09/01/2015,CBLA-FM,,media,radio,Canadian Broadcasting Corporation,
09/01/2015,09/01/2015,Armoiries de l'Alberta,,politics,coat of arms,Shared Services Canada,
09/01/2015,09/01/2015,Talk:Charlie Hebdo shooting,,talk,talk,Canadian Department of National Defence,
09/01/2015,09/01/2015,HMCS Annapolis (DDH 265),,military,military unit,Canadian Department of National Defence,
10/01/2015,10/01/2015,File:PSM V39 D648 Various forms of hydrometers.jpg,,file,file,Environment Canada,
10/01/2015,10/01/2015,Draft:6 Intelligence Company,,draft,draft,Canadian Department of National Defence,
10/01/2015,10/01/2015,Draft:6 Intelligence Company,,draft,draft,Canadian Department of National Defence,
10/01/2015,10/01/2015,Draft:6 Intelligence Company,,draft,draft,Canadian Department of National Defence,
12/01/2015,12/01/2015,Saint Helena Airport,,aviation,airport,Canadian Department of National Defence,
12/01/2015,12/01/2015,Amanda Lang,,media,television,Shared Services Canada,
12/01/2015,12/01/2015,Marie-Madeleine Lachenais,,politics,politician,Industry Canada,
12/01/2015,12/01/2015,Nicolas Leblanc,,science,scientist,Shared Services Canada,
12/01/2015,12/01/2015,The Ten O'Clock People,,media,book,Industry Canada,
12/01/2015,12/01/2015,Talk:Lays of Ancient Rome,,talk,talk,Natural Resources Canada,
12/01/2015,12/01/2015,Rudyard Griffiths,,media,television,Canadian Broadcasting Corporation,
12/01/2015,12/01/2015,Rudyard Griffiths,,media,television,Canadian Broadcasting Corporation,
12/01/2015,12/01/2015,Rudyard Griffiths,,media,television,Canadian Broadcasting Corporation,
13/01/2015,13/01/2015,List of Freedom of the City recipients (military),,military,soldier,Shared Services Canada,
13/01/2015,13/01/2015,José Nunez-Melo,,politics,politician,Canadian House of Commons,
13/01/2015,13/01/2015,Sister Wives,,media,television,Canadian Department of National Defence,
13/01/2015,13/01/2015,Sister Wives,,media,television,Canadian Department of National Defence,
13/01/2015,13/01/2015,List of accidents and incidents inv,,technology,aviation,Canadian Department of National Defence,
13/01/2015,13/01/2015,Nova Scotia general election 2013,,politics,politics event,Canadian House of Commons,
13/01/2015,13/01/2015,Aldershot School,,education,high school,Canadian Department of National Defence,
13/01/2015,13/01/2015,Manon Perreault,,politics,politician,Canadian House of Commons,
13/01/2015,13/01/2015,Canada Goose (clothing),,product,clothing,Shared Services Canada,
13/01/2015,13/01/2015,Wagyu,,science,animal,Shared Services Canada,
13/01/2015,13/01/2015,Wagyu,,science,animal,Shared Services Canada,
13/01/2015,13/01/2015,Jean-François Larose,,politics,politician,Canadian House of Commons,
15/01/2015,15/01/2015,Oligarchy,,politics,law,Canadian Department of National Defence,
15/01/2015,15/01/2015,Template:JYP Entertainment,,template,template,Shared Services Canada,
15/01/2015,15/01/2015,Riverside South Ottawa,,place,ontario canada,Statistics Canada,
15/01/2015,15/01/2015,Anna Chapman,,politics,politician,Shared Services Canada,
15/01/2015,15/01/2015,Patrick Brown (politician),,politics,politician,Canadian House of Commons,
15/01/2015,15/01/2015,Patrick Brown (politician),,politics,politician,Canadian House of Commons,
15/01/2015,15/01/2015,Patrick Brown (politician),,politics,politician,Canadian House of Commons,
15/01/2015,15/01/2015,Patrick Brown (politician),,politics,politician,Canadian House of Commons,
15/01/2015,15/01/2015,Patrick Brown (politician),,politics,politician,Canadian House of Commons,
